Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
PRT,Portugal,22353,820,3,3,27.3,20.2,2.58,1.29,0.65,264961,132480,66240,8.4,16.9,33.7,2.25,1.13,0.56,3.17,1.59,0.79
POL,Poland,10511,454,3,6,22.7,12.0,0.36,0.18,0.09,136106,68053,34026,7.7,15.4,30.9,0.32,0.16,0.08,0.43,0.21,0.11
ROU,Romania,10096,545,4,5,18.7,14.7,1.08,0.54,0.27,210623,105311,52655,4.8,9.6,19.2,0.89,0.45,0.22,1.43,0.72,0.36
RUS,Russia,62773,555,10,11,7.1,6.3,0.16,0.08,0.04,239158,119579,59789,26.2,52.5,105.0,0.13,0.07,0.03,0.23,0.11,0.06
ESP,Spain,213024,22157,2,2,38.6,34.5,12.57,6.28,3.14,5869011,2934505,1467252,3.6,7.3,14.5,11.60,5.80,2.90,14.18,7.09,3.54
SWE,Sweden,16755,2021,4,7,18.0,9.3,6.84,3.42,1.71,682010,341005,170502,2.5,4.9,9.8,5.89,2.95,1.47,8.56,4.28,2.14
CHE,Switzerland,28496,1549,1,3,106.1,26.0,5.28,2.64,1.32,450072,225036,112518,6.3,12.7,25.3,4.75,2.37,1.19,6.20,3.10,1.55
TUR,Turkey,101790,2491,4,5,16.9,13.2,0.86,0.43,0.22,720346,360173,180086,14.1,28.3,56.5,0.78,0.39,0.19,1.01,0.51,0.25
GBR,UK,143464,19506,3,4,20.0,16.9,10.34,5.17,2.58,6939051,3469525,1734762,2.1,4.1,8.3,8.77,4.38,2.19,13.23,6.61,3.31
UKR,Ukraine,7170,187,7,7,10.0,9.8,0.14,0.07,0.03,61325,30662,15331,11.7,23.4,46.8,0.12,0.06,0.03,0.17,0.09,0.04
ARE,United Arab Emirates,8756,56,6,8,10.9,8.5,0.21,0.10,0.05,19795,9897,4948,44.2,88.5,176.9,0.17,0.09,0.04,0.26,0.13,0.07
USA,US,869170,49954,3,5,20.4,13.5,4.37,2.19,1.09,14307193,7153596,3576798,6.1,12.2,24.3,3.95,1.97,0.99,5.10,2.55,1.28
