Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
IRN,Iran,82211,5118,2,2,37.9,40.6,1.59,0.79,0.40,1299800,649900,324950,6.3,12.6,25.3,1.48,0.74,0.37,1.76,0.88,0.44
ISR,Israel,13491,172,2,7,36.2,9.8,0.67,0.34,0.17,56307,28153,14076,24.0,47.9,95.8,0.58,0.29,0.15,0.83,0.41,0.21
JPN,Japan,10797,236,8,12,9.2,5.9,0.08,0.04,0.02,107914,53957,26978,10.0,20.0,40.0,0.07,0.03,0.02,0.12,0.06,0.03
MEX,Mexico,7497,650,8,11,8.5,6.1,0.23,0.11,0.06,288103,144051,72025,2.6,5.2,10.4,0.18,0.09,0.05,0.32,0.16,0.08
MDA,Moldova,2472,67,5,8,14.6,8.6,0.58,0.29,0.15,23560,11780,5890,10.5,21.0,42.0,0.49,0.25,0.12,0.74,0.37,0.19
NLD,Netherlands,32838,3697,4,4,18.5,17.1,7.65,3.83,1.91,1305152,652576,326288,2.5,5.0,10.1,6.50,3.25,1.63,9.76,4.88,2.44
NGA,Nigeria,627,21,11,15,6.5,4.6,0.01,0.00,0.00,11991,5995,2997,5.2,10.5,20.9,0.00,0.00,0.00,0.01,0.00,0.00
NOR,Norway,7078,165,1,3,58.8,26.0,0.90,0.45,0.22,47930,23965,11982,14.8,29.5,59.1,0.81,0.40,0.20,1.05,0.53,0.26
PAK,Pakistan,8348,168,6,9,10.9,7.4,0.03,0.02,0.01,64864,32432,16216,12.9,25.7,51.5,0.03,0.01,0.01,0.04,0.02,0.01
PRT,Portugal,20206,714,3,4,26.2,15.8,2.58,1.29,0.64,264190,132095,66047,7.6,15.3,30.6,2.16,1.08,0.54,3.35,1.68,0.84
POL,Poland,9287,360,5,6,13.7,12.4,0.28,0.14,0.07,106567,53283,26641,8.7,17.4,34.9,0.25,0.13,0.06,0.33,0.17,0.08
ROU,Romania,8746,451,5,5,14.7,15.2,0.88,0.44,0.22,170912,85456,42728,5.1,10.2,20.5,0.73,0.36,0.18,1.15,0.58,0.29
RUS,Russia,42853,361,14,15,5.0,4.6,0.14,0.07,0.04,206421,103210,51605,20.8,41.5,83.0,0.10,0.05,0.03,0.22,0.11,0.06
ESP,Spain,198674,20453,3,2,26.7,32.2,11.84,5.92,2.96,5530001,2765000,1382500,3.6,7.2,14.4,10.87,5.43,2.72,13.48,6.74,3.37
SWE,Sweden,14385,1540,5,6,14.7,11.2,4.77,2.38,1.19,475129,237564,118782,3.0,6.1,12.1,4.21,2.11,1.05,5.74,2.87,1.43
CHE,Switzerland,27740,1393,1,3,53.9,23.1,4.97,2.49,1.24,424029,212014,106007,6.5,13.1,26.2,4.41,2.21,1.10,5.95,2.98,1.49
TUR,Turkey,86306,2017,5,7,12.8,9.8,0.79,0.40,0.20,662400,331200,165600,13.0,26.1,52.1,0.69,0.34,0.17,0.98,0.49,0.25
GBR,UK,120067,16060,5,6,13.9,12.3,7.09,3.55,1.77,4760821,2380410,1190205,2.5,5.0,10.1,6.34,3.17,1.58,8.39,4.20,2.10
UKR,Ukraine,5449,141,9,7,7.3,10.3,0.10,0.05,0.03,45075,22537,11268,12.1,24.2,48.4,0.09,0.04,0.02,0.12,0.06,0.03
ARE,United Arab Emirates,6781,41,5,5,12.7,14.2,0.17,0.08,0.04,16276,8138,4069,41.7,83.3,166.6,0.14,0.07,0.03,0.23,0.11,0.06
USA,US,759086,40661,4,9,15.6,7.8,4.62,2.31,1.15,15098290,7549145,3774572,5.0,10.1,20.1,3.87,1.93,0.97,6.02,3.01,1.50
