Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
ITA,Italy,197675,26644,1,2,51.2,45.4,10.89,5.44,2.72,6599358,3299679,1649839,3.0,6.0,12.0,10.24,5.12,2.56,11.93,5.96,2.98
IRN,Iran,90481,5710,1,1,54.2,47.7,1.71,0.86,0.43,1399707,699853,349926,6.5,12.9,25.9,1.61,0.81,0.40,1.87,0.93,0.47
ISR,Israel,15443,201,2,2,43.5,43.6,0.60,0.30,0.15,50217,25108,12554,30.8,61.5,123.0,0.56,0.28,0.14,0.66,0.33,0.16
JPN,Japan,13441,372,4,7,18.4,10.6,0.09,0.05,0.02,117610,58805,29402,11.4,22.9,45.7,0.08,0.04,0.02,0.11,0.06,0.03
MEX,Mexico,14677,1351,10,11,6.6,6.2,0.47,0.23,0.12,587587,293793,146896,2.5,5.0,10.0,0.37,0.19,0.09,0.65,0.32,0.16
MDA,Moldova,3408,96,5,7,13.1,10.6,0.75,0.37,0.19,30368,15184,7592,11.2,22.4,44.9,0.66,0.33,0.16,0.91,0.46,0.23
NLD,Netherlands,38040,4491,2,3,33.9,27.5,7.49,3.74,1.87,1277668,638834,319417,3.0,6.0,11.9,6.77,3.39,1.69,8.71,4.36,2.18
NGA,Nigeria,1273,40,9,8,7.4,8.3,0.01,0.00,0.00,14349,7174,3587,8.9,17.7,35.5,0.01,0.00,0.00,0.01,0.00,0.00
NOR,Norway,7527,201,1,2,108.3,38.5,0.97,0.48,0.24,51709,25854,12927,14.6,29.1,58.2,0.90,0.45,0.23,1.08,0.54,0.27
PAK,Pakistan,13328,281,7,7,10.0,10.0,0.04,0.02,0.01,91108,45554,22777,14.6,29.3,58.5,0.04,0.02,0.01,0.05,0.03,0.01
PRT,Portugal,23864,903,2,4,33.0,19.8,2.88,1.44,0.72,295083,147541,73770,8.1,16.2,32.3,2.50,1.25,0.63,3.55,1.78,0.89
POL,Poland,11617,535,3,6,20.6,11.6,0.43,0.21,0.11,162741,81370,40685,7.1,14.3,28.6,0.38,0.19,0.10,0.51,0.26,0.13
ROU,Romania,11036,619,3,4,22.5,16.1,1.16,0.58,0.29,226358,113179,56589,4.9,9.8,19.5,0.98,0.49,0.24,1.50,0.75,0.38
RUS,Russia,80949,747,8,10,8.3,7.2,0.20,0.10,0.05,291764,145882,72941,27.7,55.5,111.0,0.17,0.08,0.04,0.27,0.13,0.07
ESP,Spain,226629,23190,2,2,31.9,42.2,12.50,6.25,3.13,5837686,2918843,1459421,3.9,7.8,15.5,11.71,5.85,2.93,13.80,6.90,3.45
SWE,Sweden,18640,2194,4,3,17.9,21.0,6.99,3.49,1.75,696867,348433,174216,2.7,5.3,10.7,6.12,3.06,1.53,8.52,4.26,2.13
CHE,Switzerland,29061,1610,1,2,100.2,43.0,4.73,2.37,1.18,403602,201801,100900,7.2,14.4,28.8,4.44,2.22,1.11,5.22,2.61,1.30
TUR,Turkey,110130,2805,3,4,25.0,16.7,1.20,0.60,0.30,1002629,501314,250657,11.0,22.0,43.9,1.02,0.51,0.25,1.54,0.77,0.39
GBR,UK,157149,21092,3,3,21.5,23.3,9.53,4.77,2.38,6399036,3199518,1599759,2.5,4.9,9.8,8.46,4.23,2.12,11.39,5.70,2.85
UKR,Ukraine,8617,209,7,4,10.5,15.8,0.17,0.09,0.04,77258,38629,19314,11.2,22.3,44.6,0.15,0.07,0.04,0.23,0.11,0.06
ARE,United Arab Emirates,10349,76,6,10,12.2,7.0,0.32,0.16,0.08,30530,15265,7632,33.9,67.8,135.6,0.26,0.13,0.06,0.43,0.21,0.11
USA,US,965783,54881,4,4,19.5,17.3,5.88,2.94,1.47,19247965,9623982,4811991,5.0,10.0,20.1,5.01,2.51,1.25,7.49,3.74,1.87
