Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
HUN,Hungary,2583,280,3,4,25.8,19.6,0.95,0.47,0.24,91937,45968,22984,2.8,5.6,11.2,0.82,0.41,0.21,1.17,0.59,0.29
IND,India,29451,939,6,7,11.2,10.7,0.02,0.01,0.01,296029,148014,74007,9.9,19.9,39.8,0.02,0.01,0.00,0.03,0.01,0.01
IDN,Indonesia,9096,765,4,4,17.7,16.9,0.10,0.05,0.03,271824,135912,67956,3.3,6.7,13.4,0.09,0.04,0.02,0.13,0.06,0.03
IRL,Ireland,19648,1102,3,7,25.0,9.6,7.60,3.80,1.90,366143,183071,91535,5.4,10.7,21.5,6.57,3.29,1.64,9.45,4.72,2.36
ITA,Italy,199414,26977,1,1,57.3,51.6,10.74,5.37,2.69,6512696,3256348,1628174,3.1,6.1,12.2,10.18,5.09,2.54,11.64,5.82,2.91
IRN,Iran,91472,5806,1,1,55.3,49.8,1.73,0.86,0.43,1411276,705638,352819,6.5,13.0,25.9,1.63,0.82,0.41,1.88,0.94,0.47
ISR,Israel,15555,204,1,2,55.7,44.2,0.61,0.30,0.15,50808,25404,12702,30.6,61.2,122.5,0.57,0.28,0.14,0.67,0.33,0.17
JPN,Japan,14153,385,3,4,21.9,17.5,0.11,0.05,0.03,134013,67006,33503,10.6,21.1,42.2,0.09,0.05,0.02,0.13,0.07,0.03
MEX,Mexico,15529,1434,7,7,9.8,10.1,0.37,0.18,0.09,464447,232223,116111,3.3,6.7,13.4,0.32,0.16,0.08,0.45,0.23,0.11
MDA,Moldova,3481,102,4,6,15.8,11.2,0.78,0.39,0.19,31473,15736,7868,11.1,22.1,44.2,0.69,0.34,0.17,0.94,0.47,0.23
NLD,Netherlands,38440,4534,2,2,40.6,34.8,7.03,3.51,1.76,1198779,599389,299694,3.2,6.4,12.8,6.49,3.24,1.62,7.92,3.96,1.98
NGA,Nigeria,1337,40,8,7,9.0,9.5,0.01,0.00,0.00,13363,6681,3340,10.0,20.0,40.0,0.01,0.00,0.00,0.01,0.00,0.00
NOR,Norway,7599,205,1,1,113.0,57.6,0.91,0.45,0.23,48521,24260,12130,15.7,31.3,62.6,0.87,0.43,0.22,0.98,0.49,0.24
PAK,Pakistan,13915,292,6,5,12.6,13.3,0.04,0.02,0.01,84180,42090,21045,16.5,33.1,66.1,0.04,0.02,0.01,0.05,0.02,0.01
PRT,Portugal,24027,928,2,3,36.4,22.9,2.77,1.38,0.69,283762,141881,70940,8.5,16.9,33.9,2.45,1.23,0.61,3.32,1.66,0.83
POL,Poland,11902,562,3,5,22.1,13.7,0.42,0.21,0.11,160235,80117,40058,7.4,14.9,29.7,0.38,0.19,0.10,0.49,0.25,0.12
ROU,Romania,11339,641,3,4,23.9,16.8,1.17,0.59,0.29,228313,114156,57078,5.0,9.9,19.9,0.99,0.50,0.25,1.50,0.75,0.37
RUS,Russia,87147,794,8,9,8.4,7.6,0.21,0.10,0.05,300400,150200,75100,29.0,58.0,116.0,0.17,0.09,0.04,0.27,0.14,0.07
ESP,Spain,229422,23521,2,1,38.7,46.6,12.41,6.20,3.10,5792267,2896133,1448066,4.0,7.9,15.8,11.69,5.84,2.92,13.56,6.78,3.39
SWE,Sweden,18926,2274,3,3,22.9,27.2,6.52,3.26,1.63,650129,325064,162532,2.9,5.8,11.6,5.89,2.94,1.47,7.60,3.80,1.90
CHE,Switzerland,29164,1665,1,2,116.2,44.0,4.87,2.44,1.22,415186,207593,103796,7.0,14.0,28.1,4.57,2.29,1.14,5.35,2.68,1.34
TUR,Turkey,112261,2900,2,4,28.4,18.2,1.18,0.59,0.30,987277,493638,246819,11.4,22.7,45.5,1.02,0.51,0.25,1.49,0.74,0.37
GBR,UK,161145,21678,3,2,23.9,27.9,9.14,4.57,2.29,6139508,3069754,1534877,2.6,5.2,10.5,8.28,4.14,2.07,10.61,5.31,2.65
UKR,Ukraine,9009,220,5,4,13.4,19.0,0.17,0.08,0.04,73250,36625,18312,12.3,24.6,49.2,0.14,0.07,0.04,0.21,0.10,0.05
ARE,United Arab Emirates,10839,82,5,9,12.9,7.4,0.33,0.16,0.08,31547,15773,7886,34.4,68.7,137.4,0.27,0.14,0.07,0.43,0.22,0.11
USA,US,988197,56259,3,3,21.6,23.7,5.18,2.59,1.30,16949060,8474530,4237265,5.8,11.7,23.3,4.61,2.30,1.15,6.18,3.09,1.54
