Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
HUN,Hungary,1512,122,9,12,8.1,5.9,0.57,0.28,0.14,55311,27655,13827,2.7,5.5,10.9,0.45,0.23,0.11,0.81,0.40,0.20
IND,India,11487,393,10,16,6.7,4.4,0.02,0.01,0.00,234143,117071,58535,4.9,9.8,19.6,0.01,0.01,0.00,0.03,0.01,0.01
IDN,Indonesia,4839,459,8,10,8.3,6.9,0.07,0.03,0.02,186152,93076,46538,2.6,5.2,10.4,0.06,0.03,0.01,0.09,0.05,0.02
IRL,Ireland,11479,406,9,8,7.9,8.4,3.00,1.50,0.75,144696,72348,36174,7.9,15.9,31.7,2.55,1.27,0.64,3.85,1.92,0.96
ITA,Italy,162488,21067,3,3,23.7,25.4,10.18,5.09,2.54,6169920,3084960,1542480,2.6,5.3,10.5,9.13,4.56,2.28,11.98,5.99,3.00
IRN,Iran,74877,4683,2,3,29.8,27.3,1.63,0.82,0.41,1335692,667846,333923,5.6,11.2,22.4,1.48,0.74,0.37,1.90,0.95,0.48
ISR,Israel,12046,123,4,11,18.8,6.1,0.65,0.33,0.16,54801,27400,13700,22.0,44.0,87.9,0.52,0.26,0.13,0.92,0.46,0.23
JPN,Japan,7645,143,10,6,7.0,11.4,0.03,0.02,0.01,43778,21889,10944,17.5,34.9,69.9,0.03,0.02,0.01,0.04,0.02,0.01
MEX,Mexico,5014,332,11,19,6.2,3.7,0.20,0.10,0.05,248561,124280,62140,2.0,4.0,8.1,0.14,0.07,0.03,0.35,0.17,0.09
MDA,Moldova,1934,40,11,15,6.2,4.5,0.58,0.29,0.14,23415,11707,5853,8.3,16.5,33.0,0.43,0.21,0.11,0.92,0.46,0.23
NLD,Netherlands,27580,2955,5,4,12.9,18.0,5.93,2.97,1.48,1011905,505952,252976,2.7,5.5,10.9,5.09,2.54,1.27,7.47,3.73,1.87
NGA,Nigeria,373,11,6,13,12.4,5.5,0.00,0.00,0.00,5305,2652,1326,7.0,14.1,28.1,0.00,0.00,0.00,0.00,0.00,0.00
NOR,Norway,6623,139,2,5,30.9,13.0,0.76,0.38,0.19,40368,20184,10092,16.4,32.8,65.6,0.68,0.34,0.17,0.89,0.44,0.22
PAK,Pakistan,5837,96,5,9,13.1,7.4,0.02,0.01,0.00,36931,18465,9232,15.8,31.6,63.2,0.01,0.01,0.00,0.02,0.01,0.01
PRT,Portugal,17448,567,3,7,23.3,10.5,1.75,0.88,0.44,179938,89969,44984,9.7,19.4,38.8,1.54,0.77,0.38,2.14,1.07,0.53
POL,Poland,7202,263,5,14,14.8,5.1,0.36,0.18,0.09,136447,68223,34111,5.3,10.6,21.1,0.27,0.14,0.07,0.54,0.27,0.14
ROU,Romania,6879,351,8,7,8.9,10.6,0.57,0.28,0.14,110920,55460,27730,6.2,12.4,24.8,0.50,0.25,0.12,0.69,0.35,0.17
RUS,Russia,21102,170,14,15,4.8,4.6,0.07,0.03,0.02,98445,49222,24611,21.4,42.9,85.7,0.05,0.02,0.01,0.11,0.05,0.03
ESP,Spain,172541,18056,2,3,32.2,23.2,11.75,5.87,2.94,5485642,2742821,1371410,3.1,6.3,12.6,10.43,5.21,2.61,14.05,7.03,3.51
SWE,Sweden,11445,1033,4,11,16.9,6.2,4.54,2.27,1.13,452447,226223,113111,2.5,5.1,10.1,3.63,1.81,0.91,6.35,3.17,1.59
CHE,Switzerland,25936,1174,3,7,23.9,10.2,4.43,2.21,1.11,377382,188691,94345,6.9,13.7,27.5,3.87,1.93,0.97,5.43,2.71,1.36
TUR,Turkey,65111,1403,11,8,6.3,8.4,0.60,0.30,0.15,501076,250538,125269,13.0,26.0,52.0,0.51,0.25,0.13,0.77,0.39,0.19
GBR,UK,93873,12107,8,7,8.2,9.4,6.05,3.03,1.51,4064249,2032124,1016062,2.3,4.6,9.2,5.22,2.61,1.31,7.56,3.78,1.89
UKR,Ukraine,3372,98,11,12,6.5,5.5,0.11,0.05,0.03,47017,23508,11754,7.2,14.3,28.7,0.08,0.04,0.02,0.15,0.08,0.04
ARE,United Arab Emirates,4933,28,10,10,7.2,7.0,0.12,0.06,0.03,11154,5577,2788,44.2,88.4,176.9,0.10,0.05,0.02,0.16,0.08,0.04
USA,US,607670,25832,5,8,13.8,8.7,2.76,1.38,0.69,9032186,4516093,2258046,6.7,13.5,26.9,2.35,1.18,0.59,3.51,1.75,0.88
