Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
NLD,Netherlands,40769,5072,1,2,61.9,38.5,7.65,3.83,1.91,1305162,652581,326290,3.1,6.2,12.5,7.12,3.56,1.78,8.52,4.26,2.13
NGA,Nigeria,2558,87,10,15,7.0,4.8,0.02,0.01,0.01,48025,24012,12006,5.3,10.7,21.3,0.02,0.01,0.00,0.04,0.02,0.01
NOR,Norway,7847,211,0,0,156.3,161.1,0.84,0.42,0.21,44820,22410,11205,17.5,35.0,70.0,0.83,0.41,0.21,0.86,0.43,0.22
PAK,Pakistan,20084,457,6,7,10.8,9.8,0.07,0.04,0.02,149972,74986,37493,13.4,26.8,53.6,0.06,0.03,0.02,0.09,0.04,0.02
PRT,Portugal,25282,1043,1,2,101.6,40.1,2.59,1.30,0.65,265671,132835,66417,9.5,19.0,38.1,2.42,1.21,0.60,2.87,1.44,0.72
POL,Poland,13693,678,2,2,35.0,35.3,0.47,0.24,0.12,178558,89279,44639,7.7,15.3,30.7,0.44,0.22,0.11,0.53,0.26,0.13
ROU,Romania,13163,790,2,3,30.4,20.7,1.29,0.65,0.32,252411,126205,63102,5.2,10.4,20.9,1.13,0.57,0.28,1.58,0.79,0.40
RUS,Russia,134687,1280,8,7,9.1,10.2,0.28,0.14,0.07,412222,206111,103055,32.7,65.3,130.7,0.25,0.12,0.06,0.35,0.17,0.09
ESP,Spain,217466,25264,-2,1,-44.3,67.8,12.49,6.24,3.12,5830914,2915457,1457728,3.7,7.5,14.9,11.99,5.99,3.00,13.28,6.64,3.32
SWE,Sweden,22317,2679,2,2,29.5,34.6,7.12,3.56,1.78,709459,354729,177364,3.1,6.3,12.6,6.57,3.28,1.64,8.02,4.01,2.01
CHE,Switzerland,29905,1762,0,1,167.6,103.2,4.54,2.27,1.14,387161,193580,96790,7.7,15.4,30.9,4.42,2.21,1.11,4.73,2.36,1.18
TUR,Turkey,126045,3397,2,2,40.1,28.3,1.15,0.57,0.29,957465,478732,239366,13.2,26.3,52.7,1.04,0.52,0.26,1.33,0.66,0.33
GBR,UK,190584,28734,3,2,26.2,39.6,10.94,5.47,2.73,7342046,3671023,1835511,2.6,5.2,10.4,10.20,5.10,2.55,12.15,6.07,3.04
UKR,Ukraine,11913,288,5,3,14.8,19.8,0.21,0.11,0.05,93980,46990,23495,12.7,25.4,50.7,0.18,0.09,0.05,0.26,0.13,0.07
ARE,United Arab Emirates,14163,126,4,6,16.2,11.0,0.41,0.20,0.10,39106,19553,9776,36.2,72.4,144.9,0.36,0.18,0.09,0.49,0.25,0.12
USA,US,1158040,67682,3,3,25.4,26.5,5.96,2.98,1.49,19510832,9755416,4877708,5.9,11.9,23.7,5.37,2.69,1.34,6.98,3.49,1.74
