Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
AUT,Austria,14671,443,1,4,87.2,18.3,1.69,0.85,0.42,150437,75218,37609,9.8,19.5,39.0,1.45,0.73,0.36,2.12,1.06,0.53
ARG,Argentina,2758,129,5,6,12.8,12.1,0.09,0.04,0.02,38513,19256,9628,7.2,14.3,28.6,0.08,0.04,0.02,0.10,0.05,0.03
BRA,Brazil,36658,2354,9,11,7.6,6.5,0.47,0.24,0.12,994832,497416,248708,3.7,7.4,14.7,0.38,0.19,0.10,0.65,0.33,0.16
BGR,Bulgaria,878,41,5,8,12.8,8.9,0.20,0.10,0.05,14168,7084,3542,6.2,12.4,24.8,0.17,0.09,0.04,0.25,0.13,0.06
BEL,Belgium,37183,5453,6,7,12.3,10.0,15.44,7.72,3.86,1772256,886128,443064,2.1,4.2,8.4,13.44,6.72,3.36,19.01,9.50,4.75
CAN,Canada,2562,51,6,10,11.7,7.1,0.05,0.03,0.01,20134,10067,5033,12.7,25.4,50.9,0.04,0.02,0.01,0.07,0.04,0.02
COL,Colombia,3439,153,7,13,9.5,5.1,0.16,0.08,0.04,78623,39311,19655,4.4,8.7,17.5,0.12,0.06,0.03,0.24,0.12,0.06
DNK,Denmark,7437,346,3,4,26.4,18.4,2.04,1.02,0.51,117104,58552,29276,6.4,12.7,25.4,1.75,0.88,0.44,2.55,1.28,0.64
FRA,France,149149,19345,5,8,13.0,8.4,10.57,5.29,2.64,6871069,3435534,1717767,2.2,4.3,8.7,8.97,4.49,2.24,13.52,6.76,3.38
FIN,Finland,3681,90,4,10,18.3,7.1,0.65,0.32,0.16,35813,17906,8953,10.3,20.6,41.1,0.53,0.27,0.13,0.87,0.44,0.22
DEU,Germany,143342,4459,2,9,31.1,7.8,2.00,1.00,0.50,1661781,830890,415445,8.6,17.3,34.5,1.67,0.84,0.42,2.61,1.31,0.65
GRC,Greece,2235,110,1,2,94.3,30.4,0.29,0.14,0.07,30267,15133,7566,7.4,14.8,29.5,0.26,0.13,0.07,0.33,0.16,0.08
GTM,Guatemala,235,7,9,11,8.1,6.2,0.02,0.01,0.00,3046,1523,761,7.7,15.4,30.9,0.01,0.01,0.00,0.02,0.01,0.01
HUN,Hungary,1834,172,5,8,14.0,8.3,0.64,0.32,0.16,61888,30944,15472,3.0,5.9,11.9,0.54,0.27,0.13,0.82,0.41,0.21
IND,India,15722,521,8,7,8.9,9.3,0.01,0.01,0.00,175678,87839,43919,8.9,17.9,35.8,0.01,0.01,0.00,0.02,0.01,0.00
IDN,Indonesia,6248,535,7,8,10.6,8.8,0.07,0.03,0.02,185714,92857,46428,3.4,6.7,13.5,0.06,0.03,0.01,0.09,0.04,0.02
IRL,Ireland,14758,571,9,9,7.8,8.1,4.32,2.16,1.08,208374,104187,52093,7.1,14.2,28.3,3.64,1.82,0.91,5.60,2.80,1.40
ITA,Italy,175925,23227,2,2,34.3,28.3,10.79,5.40,2.70,6544191,3272095,1636047,2.7,5.4,10.8,9.79,4.89,2.45,12.50,6.25,3.13
IRN,Iran,80868,5031,2,2,35.8,38.4,1.58,0.79,0.40,1295569,647784,323892,6.2,12.5,25.0,1.47,0.74,0.37,1.77,0.88,0.44
ISR,Israel,13265,164,4,7,16.2,9.6,0.65,0.33,0.16,54489,27244,13622,24.3,48.7,97.4,0.56,0.28,0.14,0.81,0.40,0.20
JPN,Japan,10296,222,9,7,7.5,9.6,0.06,0.03,0.01,73434,36717,18358,14.0,28.0,56.1,0.05,0.03,0.01,0.07,0.04,0.02
MEX,Mexico,6875,546,8,17,8.8,4.1,0.28,0.14,0.07,358532,179266,89633,1.9,3.8,7.7,0.20,0.10,0.05,0.47,0.24,0.12
MDA,Moldova,2378,57,5,13,13.5,5.2,0.72,0.36,0.18,29076,14538,7269,8.2,16.4,32.7,0.55,0.27,0.14,1.07,0.54,0.27
NLD,Netherlands,31766,3613,4,5,19.2,13.8,6.01,3.01,1.50,1025926,512963,256481,3.1,6.2,12.4,5.44,2.72,1.36,6.99,3.49,1.75
NGA,Nigeria,542,19,9,12,7.4,5.9,0.00,0.00,0.00,8646,4323,2161,6.3,12.5,25.1,0.00,0.00,0.00,0.01,0.00,0.00
NOR,Norway,7036,164,2,8,35.6,9.0,1.05,0.53,0.26,56101,28050,14025,12.5,25.1,50.2,0.90,0.45,0.23,1.32,0.66,0.33
PAK,Pakistan,7638,143,7,9,9.7,7.6,0.03,0.01,0.01,54338,27169,13584,14.1,28.1,56.2,0.02,0.01,0.01,0.03,0.02,0.01
PRT,Portugal,19685,687,5,5,13.7,14.6,2.61,1.31,0.65,267686,133843,66921,7.4,14.7,29.4,2.16,1.08,0.54,3.47,1.74,0.87
POL,Poland,8742,347,5,12,14.2,5.9,0.42,0.21,0.10,158412,79206,39603,5.5,11.0,22.1,0.33,0.16,0.08,0.60,0.30,0.15
ROU,Romania,8418,421,5,5,13.5,15.0,0.83,0.41,0.21,161086,80543,40271,5.2,10.5,20.9,0.69,0.34,0.17,1.09,0.55,0.27
RUS,Russia,36793,313,14,15,5.0,4.5,0.13,0.06,0.03,184228,92114,46057,20.0,39.9,79.9,0.09,0.05,0.02,0.20,0.10,0.05
ESP,Spain,191726,20043,3,4,20.4,16.2,15.62,7.81,3.90,7292080,3646040,1823020,2.6,5.3,10.5,13.16,6.58,3.29,20.18,10.09,5.05
SWE,Sweden,13822,1511,5,10,14.4,6.7,6.25,3.12,1.56,622768,311384,155692,2.2,4.4,8.9,5.08,2.54,1.27,8.51,4.26,2.13
CHE,Switzerland,27404,1368,1,4,50.3,18.5,5.42,2.71,1.36,462174,231087,115543,5.9,11.9,23.7,4.67,2.33,1.17,6.79,3.39,1.70
TUR,Turkey,82329,1890,6,7,11.7,9.3,0.77,0.38,0.19,638523,319261,159630,12.9,25.8,51.6,0.66,0.33,0.16,0.96,0.48,0.24
GBR,UK,120067,16060,5,6,13.9,12.3,7.09,3.55,1.77,4760821,2380410,1190205,2.5,5.0,10.1,6.34,3.17,1.58,8.39,4.20,2.10
UKR,Ukraine,5106,133,10,8,6.6,9.2,0.10,0.05,0.03,45185,22592,11296,11.3,22.6,45.2,0.09,0.04,0.02,0.13,0.06,0.03
ARE,United Arab Emirates,6302,37,12,10,5.9,6.7,0.16,0.08,0.04,15184,7592,3796,41.5,83.0,166.0,0.13,0.06,0.03,0.21,0.11,0.05
USA,US,732197,38664,5,12,14.8,5.9,5.41,2.70,1.35,17687831,8843915,4421957,4.1,8.3,16.6,4.27,2.13,1.07,7.71,3.85,1.93
