Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
IRL,Ireland,18561,1063,4,10,18.3,6.7,9.06,4.53,2.27,436652,218326,109163,4.3,8.5,17.0,7.38,3.69,1.84,12.34,6.17,3.08
ITA,Italy,195351,26384,1,2,46.2,40.6,11.05,5.53,2.76,6701827,3350913,1675456,2.9,5.8,11.7,10.32,5.16,2.58,12.25,6.12,3.06
IRN,Iran,89328,5650,1,2,53.6,42.7,1.73,0.87,0.43,1418491,709245,354622,6.3,12.6,25.2,1.63,0.81,0.41,1.91,0.96,0.48
ISR,Israel,15298,199,2,2,31.0,37.9,0.61,0.31,0.15,51411,25705,12852,29.8,59.5,119.0,0.57,0.29,0.14,0.68,0.34,0.17
JPN,Japan,13231,360,5,8,15.3,8.3,0.10,0.05,0.03,129002,64501,32250,10.3,20.5,41.0,0.09,0.04,0.02,0.13,0.07,0.03
MEX,Mexico,13842,1305,12,16,5.7,4.4,0.62,0.31,0.15,780975,390487,195243,1.8,3.5,7.1,0.45,0.23,0.11,0.99,0.49,0.25
MDA,Moldova,3304,94,6,6,11.9,10.7,0.73,0.36,0.18,29561,14780,7390,11.2,22.4,44.7,0.64,0.32,0.16,0.89,0.44,0.22
NLD,Netherlands,37384,4424,2,3,31.7,23.6,7.82,3.91,1.96,1334828,667414,333707,2.8,5.6,11.2,6.96,3.48,1.74,9.33,4.67,2.33
NGA,Nigeria,1182,35,14,11,5.0,6.5,0.01,0.00,0.00,14722,7361,3680,8.0,16.1,32.1,0.01,0.00,0.00,0.01,0.01,0.00
NOR,Norway,7499,201,1,3,68.8,26.6,1.09,0.54,0.27,57915,28957,14478,12.9,25.9,51.8,0.98,0.49,0.24,1.27,0.63,0.32
PAK,Pakistan,12723,269,7,8,9.4,9.1,0.04,0.02,0.01,91560,45780,22890,13.9,27.8,55.6,0.04,0.02,0.01,0.05,0.03,0.01
PRT,Portugal,23392,880,2,4,32.0,18.6,2.89,1.44,0.72,296356,148178,74089,7.9,15.8,31.6,2.49,1.24,0.62,3.61,1.81,0.90
POL,Poland,11273,524,3,7,20.5,10.1,0.45,0.22,0.11,169061,84530,42265,6.7,13.3,26.7,0.39,0.19,0.10,0.55,0.27,0.14
ROU,Romania,10635,601,4,5,19.7,15.2,1.16,0.58,0.29,227228,113614,56807,4.7,9.4,18.7,0.97,0.49,0.24,1.53,0.77,0.38
RUS,Russia,74588,681,9,10,8.1,7.0,0.19,0.09,0.05,271120,135560,67780,27.5,55.0,110.0,0.15,0.08,0.04,0.25,0.12,0.06
ESP,Spain,223759,22902,2,2,29.3,37.8,12.68,6.34,3.17,5919678,2959839,1479919,3.8,7.6,15.1,11.78,5.89,2.95,14.15,7.08,3.54
SWE,Sweden,18177,2192,4,5,15.9,12.9,6.41,3.21,1.60,639151,319575,159787,2.8,5.7,11.4,5.76,2.88,1.44,7.53,3.77,1.88
CHE,Switzerland,28894,1599,1,2,95.3,33.2,5.03,2.51,1.26,428523,214261,107130,6.7,13.5,27.0,4.62,2.31,1.16,5.70,2.85,1.42
TUR,Turkey,107773,2706,3,5,23.0,15.4,1.22,0.61,0.31,1017859,508929,254464,10.6,21.2,42.4,1.02,0.51,0.25,1.60,0.80,0.40
GBR,UK,148377,20319,4,4,19.7,17.7,10.48,5.24,2.62,7037481,3518740,1759370,2.1,4.2,8.4,8.96,4.48,2.24,13.26,6.63,3.32
UKR,Ukraine,8125,201,8,6,9.0,11.8,0.14,0.07,0.03,60673,30336,15168,13.4,26.8,53.6,0.12,0.06,0.03,0.16,0.08,0.04
ARE,United Arab Emirates,9813,71,6,11,11.7,6.4,0.31,0.16,0.08,30151,15075,7537,32.5,65.1,130.2,0.25,0.13,0.06,0.43,0.22,0.11
USA,US,938154,53755,3,5,20.7,14.7,6.36,3.18,1.59,20802332,10401166,5200583,4.5,9.0,18.0,5.27,2.63,1.32,8.44,4.22,2.11
