Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
IRL,Ireland,23242,1488,1,1,89.3,72.7,7.06,3.53,1.76,340092,170046,85023,6.8,13.7,27.3,6.79,3.40,1.70,7.47,3.74,1.87
ITA,Italy,221216,30911,0,1,158.1,120.1,11.06,5.53,2.76,6702587,3351293,1675646,3.3,6.6,13.2,10.80,5.40,2.70,11.45,5.72,2.86
IRN,Iran,110767,6733,1,1,49.1,95.8,1.82,0.91,0.46,1490094,745047,372523,7.4,14.9,29.7,1.77,0.88,0.44,1.90,0.95,0.48
ISR,Israel,16529,260,0,2,480.0,42.7,0.78,0.39,0.19,65276,32638,16319,25.3,50.6,101.3,0.73,0.36,0.18,0.86,0.43,0.21
JPN,Japan,15968,657,1,3,112.7,27.0,0.15,0.07,0.04,188318,94159,47079,8.5,17.0,33.9,0.13,0.07,0.03,0.17,0.09,0.04
MEX,Mexico,38324,3926,5,5,14.7,13.9,1.25,0.62,0.31,1576001,788000,394000,2.4,4.9,9.7,1.02,0.51,0.26,1.68,0.84,0.42
MDA,Moldova,5154,182,2,5,34.9,14.7,1.74,0.87,0.43,70297,35148,17574,7.3,14.7,29.3,1.44,0.72,0.36,2.30,1.15,0.58
NLD,Netherlands,43183,5529,1,1,135.4,111.8,7.07,3.53,1.77,1206042,603021,301510,3.6,7.2,14.3,6.90,3.45,1.72,7.34,3.67,1.83
NGA,Nigeria,4787,158,5,8,13.5,9.1,0.03,0.01,0.01,53772,26886,13443,8.9,17.8,35.6,0.02,0.01,0.01,0.03,0.02,0.01
NOR,Norway,8157,228,0,1,271.7,61.7,1.00,0.50,0.25,53361,26680,13340,15.3,30.6,61.1,0.96,0.48,0.24,1.07,0.53,0.27
PAK,Pakistan,34336,737,6,5,10.9,13.4,0.10,0.05,0.02,211981,105990,52995,16.2,32.4,64.8,0.09,0.05,0.02,0.12,0.06,0.03
PRT,Portugal,27913,1163,1,1,122.3,68.0,2.62,1.31,0.65,268285,134142,67071,10.4,20.8,41.6,2.51,1.26,0.63,2.78,1.39,0.70
POL,Poland,16921,839,2,2,29.5,36.7,0.58,0.29,0.14,218536,109268,54634,7.7,15.5,31.0,0.53,0.27,0.13,0.65,0.32,0.16
ROU,Romania,15778,1002,2,2,44.4,33.2,1.38,0.69,0.34,268526,134263,67131,5.9,11.8,23.5,1.27,0.63,0.32,1.56,0.78,0.39
RUS,Russia,232243,2116,5,5,13.0,13.7,0.41,0.21,0.10,603027,301513,150756,38.5,77.0,154.1,0.37,0.19,0.09,0.48,0.24,0.12
ESP,Spain,228030,26920,1,1,110.0,122.3,12.48,6.24,3.12,5828583,2914291,1457145,3.9,7.8,15.6,12.20,6.10,3.05,12.91,6.46,3.23
SWE,Sweden,27272,3313,2,1,38.2,72.0,7.60,3.80,1.90,758139,379069,189534,3.6,7.2,14.4,7.32,3.66,1.83,8.06,4.03,2.01
CHE,Switzerland,30380,1867,0,1,478.3,124.1,4.74,2.37,1.18,403774,201887,100943,7.5,15.0,30.1,4.63,2.32,1.16,4.90,2.45,1.22
TUR,Turkey,141475,3894,1,1,66.3,51.3,1.13,0.56,0.28,940924,470462,235231,15.0,30.1,60.1,1.07,0.53,0.27,1.22,0.61,0.31
GBR,UK,229705,33186,2,1,42.6,55.6,11.77,5.89,2.94,7903229,3951614,1975807,2.9,5.8,11.6,11.20,5.60,2.80,12.69,6.34,3.17
UKR,Ukraine,16023,425,3,4,22.8,17.0,0.34,0.17,0.09,150504,75252,37626,10.6,21.3,42.6,0.29,0.14,0.07,0.43,0.22,0.11
ARE,United Arab Emirates,19661,203,4,4,17.5,17.7,0.73,0.36,0.18,70211,35105,17552,28.0,56.0,112.0,0.62,0.31,0.16,0.92,0.46,0.23
USA,US,1369574,82376,2,2,43.9,45.0,6.25,3.12,1.56,20438474,10219237,5109618,6.7,13.4,26.8,5.88,2.94,1.47,6.85,3.43,1.71
