Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
PAK,Pakistan,24073,564,6,6,12.5,11.3,0.08,0.04,0.02,173379,86689,43344,13.9,27.8,55.5,0.07,0.04,0.02,0.10,0.05,0.02
PRT,Portugal,26182,1089,1,2,74.0,44.9,2.64,1.32,0.66,270328,135164,67582,9.7,19.4,38.7,2.48,1.24,0.62,2.89,1.45,0.72
POL,Poland,14740,733,2,3,28.1,27.5,0.55,0.28,0.14,208694,104347,52173,7.1,14.1,28.3,0.50,0.25,0.12,0.64,0.32,0.16
ROU,Romania,14107,864,3,3,27.2,23.9,1.33,0.67,0.33,259457,129728,64864,5.4,10.9,21.7,1.18,0.59,0.30,1.58,0.79,0.40
RUS,Russia,165929,1537,7,6,9.6,11.9,0.32,0.16,0.08,462666,231333,115666,35.9,71.7,143.5,0.28,0.14,0.07,0.38,0.19,0.09
ESP,Spain,220325,25857,0,1,162.0,94.8,12.27,6.13,3.07,5729044,2864522,1432261,3.8,7.7,15.4,11.92,5.96,2.98,12.82,6.41,3.21
SWE,Sweden,23918,2941,2,3,34.8,26.9,8.46,4.23,2.11,843351,421675,210837,2.8,5.7,11.3,7.63,3.82,1.91,9.87,4.94,2.47
CHE,Switzerland,30060,1805,0,1,351.8,103.8,4.65,2.32,1.16,396377,198188,99094,7.6,15.2,30.3,4.53,2.26,1.13,4.84,2.42,1.21
TUR,Turkey,131744,3584,1,2,48.8,38.7,1.10,0.55,0.28,920919,460459,230229,14.3,28.6,57.2,1.03,0.51,0.26,1.23,0.61,0.31
GBR,UK,201101,30076,2,2,28.8,41.0,11.35,5.68,2.84,7622397,3811198,1905599,2.6,5.3,10.6,10.61,5.31,2.65,12.57,6.28,3.14
UKR,Ukraine,13184,327,4,4,19.7,16.9,0.26,0.13,0.07,116153,58076,29038,11.4,22.7,45.4,0.22,0.11,0.06,0.34,0.17,0.08
ARE,United Arab Emirates,15738,157,4,7,19.1,9.9,0.53,0.27,0.13,51311,25655,12827,30.7,61.3,122.7,0.46,0.23,0.12,0.66,0.33,0.16
USA,US,1228603,73431,2,3,34.3,27.6,6.38,3.19,1.60,20869697,10434848,5217424,5.9,11.8,23.5,5.77,2.89,1.44,7.42,3.71,1.85
