Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
JPN,Japan,15663,607,1,2,93.7,29.5,0.13,0.07,0.03,168665,84332,42166,9.3,18.6,37.1,0.12,0.06,0.03,0.15,0.08,0.04
MEX,Mexico,33460,3353,6,7,10.9,9.4,0.89,0.45,0.22,1123649,561824,280912,3.0,6.0,11.9,0.77,0.38,0.19,1.11,0.56,0.28
MDA,Moldova,4867,161,3,4,25.4,18.0,1.36,0.68,0.34,55222,27611,13805,8.8,17.6,35.3,1.17,0.58,0.29,1.72,0.86,0.43
NLD,Netherlands,42581,5441,1,1,86.4,55.1,7.61,3.80,1.90,1297817,648908,324454,3.3,6.6,13.1,7.23,3.62,1.81,8.20,4.10,2.05
NGA,Nigeria,4151,128,9,7,7.7,10.5,0.02,0.01,0.01,40678,20339,10169,10.2,20.4,40.8,0.02,0.01,0.00,0.03,0.01,0.01
NOR,Norway,8099,219,0,0,153.7,150.4,0.88,0.44,0.22,46719,23359,11679,17.3,34.7,69.3,0.86,0.43,0.21,0.90,0.45,0.22
PAK,Pakistan,28736,636,6,5,11.1,14.3,0.12,0.06,0.03,251233,125616,62808,11.4,22.9,45.8,0.10,0.05,0.02,0.16,0.08,0.04
PRT,Portugal,27406,1126,2,1,41.0,59.1,2.59,1.29,0.65,265377,132688,66344,10.3,20.7,41.3,2.47,1.23,0.62,2.78,1.39,0.69
POL,Poland,15651,785,2,2,34.0,28.8,0.58,0.29,0.15,220008,110004,55002,7.1,14.2,28.5,0.53,0.26,0.13,0.67,0.34,0.17
ROU,Romania,15131,939,2,3,30.5,24.2,1.44,0.72,0.36,280474,140237,70118,5.4,10.8,21.6,1.28,0.64,0.32,1.71,0.85,0.43
RUS,Russia,198676,1827,6,6,11.3,12.1,0.38,0.19,0.09,546507,273253,136626,36.4,72.7,145.4,0.33,0.17,0.08,0.45,0.22,0.11
ESP,Spain,223578,26478,0,1,139.2,83.1,12.75,6.37,3.19,5951274,2975637,1487818,3.8,7.5,15.0,12.33,6.16,3.08,13.40,6.70,3.35
SWE,Sweden,25921,3220,3,3,25.2,21.8,10.08,5.04,2.52,1004984,502492,251246,2.6,5.2,10.3,8.88,4.44,2.22,12.20,6.10,3.05
CHE,Switzerland,30251,1830,0,0,331.0,142.8,4.60,2.30,1.15,391739,195869,97934,7.7,15.4,30.9,4.51,2.25,1.13,4.73,2.37,1.18
TUR,Turkey,137115,3739,1,1,48.5,46.3,1.11,0.55,0.28,922015,461007,230503,14.9,29.7,59.5,1.04,0.52,0.26,1.21,0.60,0.30
GBR,UK,219183,31855,2,1,32.6,47.4,11.64,5.82,2.91,7817942,3908971,1954485,2.8,5.6,11.2,10.98,5.49,2.75,12.71,6.36,3.18
UKR,Ukraine,14710,376,4,4,18.8,15.5,0.32,0.16,0.08,140528,70264,35132,10.5,20.9,41.9,0.27,0.13,0.07,0.42,0.21,0.10
ARE,United Arab Emirates,17417,185,3,6,20.5,12.0,0.58,0.29,0.14,55386,27693,13846,31.4,62.9,125.8,0.51,0.26,0.13,0.68,0.34,0.17
USA,US,1309550,78795,2,3,32.8,27.0,6.90,3.45,1.72,22562195,11281097,5640548,5.8,11.6,23.2,6.23,3.11,1.56,8.04,4.02,2.01
