Country,country-name,cases,deaths,case rate,death rate,doubling cases (days),doubling deaths (days),pct pop 0.5% mort,prct pop 1% mort,prct pop 2% mort,0.5% mort sim cases,1% mort sim cases,2% mort sim cases,prct rep cases 0.5% mort,prct rep cases 1% mort,prct rep cases 2% mort,pct pop 0.5% mort (10d),prct pop 1% mort (10d),prct pop 2% (10d),pct pop 0.5% mort (20d),prct pop 1% mort (20d),prct pop 2% (20d) 
POL,Poland,7582,286,4,8,16.2,9.1,0.26,0.13,0.06,97532,48766,24383,7.8,15.5,31.1,0.22,0.11,0.06,0.32,0.16,0.08
ROU,Romania,7216,372,5,6,15.1,11.6,0.58,0.29,0.14,112931,56465,28232,6.4,12.8,25.6,0.51,0.26,0.13,0.69,0.35,0.17
RUS,Russia,24490,198,15,15,4.7,4.6,0.08,0.04,0.02,114591,57295,28647,21.4,42.7,85.5,0.06,0.03,0.01,0.12,0.06,0.03
ESP,Spain,177644,18708,2,3,33.7,24.2,11.97,5.98,2.99,5587327,2793663,1396831,3.2,6.4,12.7,10.67,5.34,2.67,14.21,7.11,3.55
SWE,Sweden,11927,1203,4,11,16.9,6.3,5.20,2.60,1.30,518131,259065,129532,2.3,4.6,9.2,4.17,2.09,1.04,7.22,3.61,1.80
CHE,Switzerland,26336,1239,1,7,59.8,10.6,4.60,2.30,1.15,391822,195911,97955,6.7,13.4,26.9,4.03,2.02,1.01,5.59,2.80,1.40
TUR,Turkey,69392,1518,7,8,9.8,8.7,0.64,0.32,0.16,531619,265809,132904,13.1,26.1,52.2,0.54,0.27,0.14,0.81,0.41,0.20
GBR,UK,103093,13729,8,6,8.6,10.8,6.41,3.21,1.60,4304977,2152488,1076244,2.4,4.8,9.6,5.64,2.82,1.41,7.77,3.89,1.94
UKR,Ukraine,3764,108,10,12,6.9,5.7,0.11,0.06,0.03,50831,25415,12707,7.4,14.8,29.6,0.09,0.04,0.02,0.17,0.08,0.04
ARE,United Arab Emirates,5365,33,9,12,7.7,5.6,0.16,0.08,0.04,15752,7876,3938,34.1,68.1,136.2,0.13,0.06,0.03,0.24,0.12,0.06
USA,US,636350,28326,5,8,14.8,8.6,3.05,1.53,0.76,9987483,4993741,2496870,6.4,12.7,25.5,2.60,1.30,0.65,3.89,1.95,0.97
